month,provincia,band,median_eur_kWh,mean_eur_kWh,n
2025-05,Soria,AC,0.37,0.3574,50
2025-05,Soria,DC,0.47,0.48,74
2025-05,Tarragona,AC,0.39,0.3815584415584415,154
2025-05,Tarragona,DC,0.47,0.4782568807339449,327
2025-05,Territorio no asociado a ninguna provincia,AC,0.25,0.25,1
2025-05,Teruel,AC,0.39,0.3641605839416058,137
2025-05,Teruel,DC,0.47,0.478590308370044,227
2025-05,Toledo,AC,0.42,0.4004651162790697,215
2025-05,Toledo,DC,0.47,0.4856009070294784,441
2025-05,Valencia,AC,0.39,0.3636526946107784,501
2025-05,Valencia,DC,0.47,0.4705511515151515,825
2025-05,Valladolid,AC,0.36,0.3509090909090909,165
2025-05,Valladolid,DC,0.47,0.4860828025477707,314
2025-05,Zamora,AC,0.3,0.3346031746031745,63
2025-05,Zamora,DC,0.47,0.4941489361702127,94
2025-05,Zaragoza,AC,0.39,0.3838775510204081,245
2025-05,Zaragoza,DC,0.49,0.4883177570093458,535
2025-05,Álava,AC,0.37,0.3695833333333333,96
2025-05,Álava,DC,0.47,0.4931506849315068,219
2025-05,Ávila,AC,0.38,0.3667032967032966,91
2025-05,Ávila,DC,0.47,0.4984343434343434,198
2025-06,A Coruña,AC,0.4,0.4117037037037037,135
2025-06,A Coruña,DC,0.47,0.476518771331058,293
2025-06,Alacant,AC,0.39,0.3707428571428571,350
2025-06,Alacant,DC,0.47,0.4721119133574007,554
2025-06,Albacete,AC,0.4,0.4074038461538461,104
2025-06,Albacete,DC,0.47,0.4787323943661972,284
2025-06,Almería,AC,0.35,0.3508045977011494,87
2025-06,Almería,DC,0.47,0.4761722488038277,209
2025-06,Asturias,AC,0.4,0.4013937282229965,287
2025-06,Asturias,DC,0.48,0.4886054421768707,294
2025-06,Badajoz,AC,0.38,0.373203125,128
2025-06,Badajoz,DC,0.47,0.4804,250
2025-06,Barcelona,AC,0.39,0.3767543859649123,684
2025-06,Barcelona,DC,0.47,0.4645170731707317,1025
2025-06,Bizkaia,AC,0.35,0.3542,150
2025-06,Bizkaia,DC,0.47,0.483414847161572,229
2025-06,Burgos,AC,0.35,0.3702816901408451,213
2025-06,Burgos,DC,0.48,0.4948293963254593,381
2025-06,Cantabria,AC,0.34,0.353542600896861,223
2025-06,Cantabria,DC,0.48,0.491711229946524,187
2025-06,Castellón,AC,0.39,0.3681679389312977,131
2025-06,Castellón,DC,0.47,0.4848611111111111,216
2025-06,Ceuta,AC,0.25,0.25,1
2025-06,Ciudad Real,AC,0.4,0.4167441860465116,86
2025-06,Ciudad Real,DC,0.47,0.4882432432432432,222
2025-06,Cuenca,AC,0.4,0.4306153846153845,65
2025-06,Cuenca,DC,0.47,0.4950898203592814,167
2025-06,Cáceres,AC,0.4,0.389448275862069,145
2025-06,Cáceres,DC,0.4649999999999999,0.4835849056603773,212
2025-06,Cádiz,AC,0.4,0.3914814864864864,148
2025-06,Cádiz,DC,0.47,0.4817808219178082,292
2025-06,Córdoba,AC,0.39,0.3810434782608696,115
2025-06,Córdoba,DC,0.47,0.4801818181818182,220
2025-06,Gipuzkoa,AC,0.375,0.3713333333333333,90
2025-06,Gipuzkoa,DC,0.47,0.485032679738562,153
2025-06,Girona,AC,0.4,0.4147750865051903,289
2025-06,Girona,DC,0.47,0.4825272331154684,459
2025-06,Granada,AC,0.39,0.3764732142857143,224
2025-06,Granada,DC,0.47,0.4836879432624113,423
2025-06,Guadalajara,AC,0.42,0.4105263157894737,133
2025-06,Guadalajara,DC,0.47,0.4840727272727272,275
2025-06,Huelva,AC,0.39,0.3709345794392523,107
2025-06,Huelva,DC,0.48,0.4898347107438017,121
2025-06,Huesca,AC,0.39,0.3842156862745098,204
2025-06,Huesca,DC,0.5,0.4879127725856698,321
2025-06,Illes Balears,AC,0.39,0.3848387096774193,155
2025-06,Illes Balears,DC,0.47,0.4876960784313725,204
2025-06,Jaén,AC,0.45,0.3961111111111111,54
2025-06,Jaén,DC,0.47,0.497958115183246,191
2025-06,La Rioja,AC,0.39,0.3892537313432836,67
2025-06,La Rioja,DC,0.5,0.4946616541353384,133
2025-06,Las Palmas,AC,0.38,0.3484269662921349,89
2025-06,Las Palmas,DC,0.45,0.4720858895705521,163
2025-06,León,AC,0.39,0.3585849056603773,106
2025-06,León,DC,0.47,0.4870344827586207,145
2025-06,Lleida,AC,0.39,0.4127918781725888,197
2025-06,Lleida,DC,0.47,0.4796526054590571,403
2025-06,Lugo,AC,0.42,0.4185483870967741,62
2025-06,Lugo,DC,0.47,0.4832085561497326,187
2025-06,Madrid,AC,0.4,0.3904431914893617,940
2025-06,Madrid,DC,0.47,0.4830125523012552,1434
2025-06,Murcia,AC,0.39,0.3858359621451104,317
2025-06,Murcia,DC,0.47,0.4635436893203884,618
2025-06,Málaga,AC,0.39,0.3625909090909091,220
2025-06,Málaga,DC,0.47,0.4783152173913044,368
2025-06,Navarra,AC,0.39,0.3851754385964913,228
2025-06,Navarra,DC,0.47,0.4873415132924335,489
2025-06,Ourense,AC,0.39,0.3935897435897436,39
2025-06,Ourense,DC,0.47,0.4656730769230769,104
2025-06,Palencia,AC,0.385,0.3571739130434782,46
2025-06,Palencia,DC,0.47,0.4745833333333333,96
2025-06,Pontevedra,AC,0.39,0.3997849462365591,93
2025-06,Pontevedra,DC,0.47,0.463015873015873,252
2025-06,Salamanca,AC,0.35,0.3481707317073171,82
2025-06,Salamanca,DC,0.47,0.4850724637681159,138
2025-06,Santa Cruz de Tenerife,AC,0.39,0.389468085106383,94
2025-06,Santa Cruz de Tenerife,DC,0.47,0.4970992366412214,131
2025-06,Segovia,AC,0.39,0.3856320754716981,106
2025-06,Segovia,DC,0.5,0.4994554455445544,202
2025-06,Sevilla,AC,0.39,0.3925587467362924,383
2025-06,Sevilla,DC,0.48,0.4886220472440944,508
2025-06,Soria,AC,0.37,0.3574,50
2025-06,Soria,DC,0.47,0.48,74
2025-06,Tarragona,AC,0.39,0.3815584415584415,154
2025-06,Tarragona,DC,0.47,0.4782568807339449,327
2025-06,Territorio no asociado a ninguna provincia,AC,0.25,0.25,1
2025-06,Teruel,AC,0.39,0.3641605839416058,137
2025-06,Teruel,DC,0.47,0.478590308370044,227
2025-06,Toledo,AC,0.42,0.4004651162790697,215
2025-06,Toledo,DC,0.47,0.4856009070294784,441
2025-06,Valencia,AC,0.39,0.3636526946107784,501
2025-06,Valencia,DC,0.47,0.4705511515151515,825
2025-06,Valladolid,AC,0.36,0.3509090909090909,165
2025-06,Valladolid,DC,0.47,0.4860828025477707,314
2025-06,Zamora,AC,0.3,0.3346031746031745,63
2025-06,Zamora,DC,0.47,0.4941489361702127,94
2025-06,Zaragoza,AC,0.39,0.3838775510204081,245
2025-06,Zaragoza,DC,0.49,0.4883177570093458,535
2025-06,Álava,AC,0.37,0.3695833333333333,96
2025-06,Álava,DC,0.47,0.4931506849315068,219
2025-06,Ávila,AC,0.38,0.3667032967032966,91
2025-06,Ávila,DC,0.47,0.4984343434343434,198
2025-07,A Coruña,AC,0.4,0.4117037037037037,135
2025-07,A Coruña,DC,0.47,0.476518771331058,293
2025-07,Alacant,AC,0.39,0.3707428571428571,350
2025-07,Alacant,DC,0.47,0.4721119133574007,554
2025-07,Albacete,AC,0.4,0.4074038461538461,104
2025-07,Albacete,DC,0.47,0.4787323943661972,284
2025-07,Almería,AC,0.35,0.3508045977011494,87
2025-07,Almería,DC,0.47,0.4761722488038277,209
2025-07,Asturias,AC,0.4,0.4013937282229965,287
2025-07,Asturias,DC,0.48,0.4886054421768707,294
2025-07,Badajoz,AC,0.38,0.373203125,128
2025-07,Badajoz,DC,0.47,0.4804,250
2025-07,Barcelona,AC,0.39,0.3767543859649123,684
2025-07,Barcelona,DC,0.47,0.4645170731707317,1025
2025-07,Bizkaia,AC,0.35,0.3542,150
2025-07,Bizkaia,DC,0.47,0.483414847161572,229
2025-07,Burgos,AC,0.35,0.3702816901408451,213
2025-07,Burgos,DC,0.48,0.4948293963254593,381
2025-07,Cantabria,AC,0.34,0.353542600896861,223
2025-07,Cantabria,DC,0.48,0.491711229946524,187
2025-07,Castellón,AC,0.39,0.3681679389312977,131
2025-07,Castellón,DC,0.47,0.4848611111111111,216
2025-07,Ceuta,AC,0.25,0.25,1
2025-07,Ciudad Real,AC,0.4,0.4167441860465116,86
2025-07,Ciudad Real,DC,0.47,0.4882432432432432,222
2025-07,Cuenca,AC,0.4,0.4306153846153845,65
2025-07,Cuenca,DC,0.47,0.4950898203592814,167
2025-07,Cáceres,AC,0.4,0.389448275862069,145
2025-07,Cáceres,DC,0.4649999999999999,0.4835849056603773,212
2025-07,Cádiz,AC,0.4,0.3914814864864864,148
2025-07,Cádiz,DC,0.47,0.4817808219178082,292
2025-07,Córdoba,AC,0.39,0.3810434782608696,115
2025-07,Córdoba,DC,0.47,0.4801818181818182,220
2025-07,Gipuzkoa,AC,0.375,0.3713333333333333,90
2025-07,Gipuzkoa,DC,0.47,0.485032679738562,153
2025-07,Girona,AC,0.4,0.4147750865051903,289
2025-07,Girona,DC,0.47,0.4825272331154684,459
2025-07,Granada,AC,0.39,0.3764732142857143,224
2025-07,Granada,DC,0.47,0.4836879432624113,423
2025-07,Guadalajara,AC,0.42,0.4105263157894737,133
2025-07,Guadalajara,DC,0.47,0.4840727272727272,275
2025-07,Huelva,AC,0.39,0.3709345794392523,107
2025-07,Huelva,DC,0.48,0.4898347107438017,121
2025-07,Huesca,AC,0.39,0.3842156862745098,204
2025-07,Huesca,DC,0.5,0.4879127725856698,321
2025-07,Illes Balears,AC,0.39,0.3848387096774193,155
2025-07,Illes Balears,DC,0.47,0.4876960784313725,204
2025-07,Jaén,AC,0.45,0.3961111111111111,54
2025-07,Jaén,DC,0.47,0.497958115183246,191
2025-07,La Rioja,AC,0.39,0.3892537313432836,67
2025-07,La Rioja,DC,0.5,0.4946616541353384,133
2025-07,Las Palmas,AC,0.38,0.3484269662921349,89
2025-07,Las Palmas,DC,0.45,0.4720858895705521,163
2025-07,León,AC,0.39,0.3585849056603773,106
2025-07,León,DC,0.47,0.4870344827586207,145
2025-07,Lleida,AC,0.39,0.4127918781725888,197
2025-07,Lleida,DC,0.47,0.4796526054590571,403
2025-07,Lugo,AC,0.42,0.4185483870967741,62
2025-07,Lugo,DC,0.47,0.4832085561497326,187
2025-07,Madrid,AC,0.4,0.3904431914893617,940
2025-07,Madrid,DC,0.47,0.4830125523012552,1434
2025-07,Murcia,AC,0.39,0.3858359621451104,317
2025-07,Murcia,DC,0.47,0.4635436893203884,618
2025-07,Málaga,AC,0.39,0.3625909090909091,220
2025-07,Málaga,DC,0.47,0.4783152173913044,368
2025-07,Navarra,AC,0.39,0.3851754385964913,228
2025-07,Navarra,DC,0.47,0.4873415132924335,489
2025-07,Ourense,AC,0.39,0.3935897435897436,39
2025-07,Ourense,DC,0.47,0.4656730769230769,104
2025-07,Palencia,AC,0.385,0.3571739130434782,46
2025-07,Palencia,DC,0.47,0.4745833333333333,96
2025-07,Pontevedra,AC,0.39,0.3997849462365591,93
2025-07,Pontevedra,DC,0.47,0.463015873015873,252
2025-07,Salamanca,AC,0.35,0.3481707317073171,82
2025-07,Salamanca,DC,0.47,0.4850724637681159,138
2025-07,Santa Cruz de Tenerife,AC,0.39,0.389468085106383,94
2025-07,Santa Cruz de Tenerife,DC,0.47,0.4970992366412214,131
2025-07,Segovia,AC,0.39,0.3856320754716981,106
2025-07,Segovia,DC,0.5,0.4994554455445544,202
2025-07,Sevilla,AC,0.39,0.3925587467362924,383
2025-07,Sevilla,DC,0.48,0.4886220472440944,508
2025-07,Soria,AC,0.37,0.3574,50
2025-07,Soria,DC,0.47,0.48,74
2025-07,Tarragona,AC,0.39,0.3815584415584415,154
2025-07,Tarragona,DC,0.47,0.4782568807339449,327
2025-07,Territorio no asociado a ninguna provincia,AC,0.25,0.25,1
2025-07,Teruel,AC,0.39,0.3641605839416058,137
2025-07,Teruel,DC,0.47,0.478590308370044,227
2025-07,Toledo,AC,0.42,0.4004651162790697,215
2025-07,Toledo,DC,0.47,0.4856009070294784,441
2025-07,Valencia,AC,0.39,0.3636526946107784,501
2025-07,Valencia,DC,0.47,0.4705511515151515,825
2025-07,Valladolid,AC,0.36,0.3509090909090909,165
2025-07,Valladolid,DC,0.47,0.4860828025477707,314
2025-07,Zamora,AC,0.3,0.3346031746031745,63
2025-07,Zamora,DC,0.47,0.4941489361702127,94
2025-07,Zaragoza,AC,0.39,0.3838775510204081,245
2025-07,Zaragoza,DC,0.49,0.4883177570093458,535
2025-07,Álava,AC,0.37,0.3695833333333333,96
2025-07,Álava,DC,0.47,0.4931506849315068,219
2025-07,Ávila,AC,0.38,0.3667032967032966,91
2025-07,Ávila,DC,0.47,0.4984343434343434,198
2025-08,A Coruña,AC,0.4,0.4117037037037037,135
2025-08,A Coruña,DC,0.47,0.476518771331058,293
2025-08,Alacant,AC,0.39,0.3707428571428571,350
2025-08,Alacant,DC,0.47,0.4721119133574007,554
2025-08,Albacete,AC,0.4,0.4074038461538461,104
2025-08,Albacete,DC,0.47,0.4787323943661972,284
2025-08,Almería,AC,0.35,0.3508045977011494,87
2025-08,Almería,DC,0.47,0.4761722488038277,209
2025-08,Asturias,AC,0.4,0.4013937282229965,287
2025-08,Asturias,DC,0.48,0.4886054421768707,294
2025-08,Badajoz,AC,0.38,0.373203125,128
2025-08,Badajoz,DC,0.47,0.4804,250
2025-08,Barcelona,AC,0.39,0.3767543859649123,684
2025-08,Barcelona,DC,0.47,0.4645170731707317,1025
2025-08,Bizkaia,AC,0.35,0.3542,150
2025-08,Bizkaia,DC,0.47,0.483414847161572,229
2025-08,Burgos,AC,0.35,0.3702816901408451,213
2025-08,Burgos,DC,0.48,0.4948293963254593,381
2025-08,Cantabria,AC,0.34,0.353542600896861,223
2025-08,Cantabria,DC,0.48,0.491711229946524,187
2025-08,Castellón,AC,0.39,0.3681679389312977,131
2025-08,Castellón,DC,0.47,0.4848611111111111,216
2025-08,Ceuta,AC,0.25,0.25,1
2025-08,Ciudad Real,AC,0.4,0.4167441860465116,86
2025-08,Ciudad Real,DC,0.47,0.4882432432432432,222
2025-08,Cuenca,AC,0.4,0.4306153846153845,65
2025-08,Cuenca,DC,0.47,0.4950898203592814,167
2025-08,Cáceres,AC,0.4,0.389448275862069,145
2025-08,Cáceres,DC,0.4649999999999999,0.4835849056603773,212
2025-08,Cádiz,AC,0.4,0.3914814864864864,148
2025-08,Cádiz,DC,0.47,0.4817808219178082,292
2025-08,Córdoba,AC,0.39,0.3810434782608696,115
2025-08,Córdoba,DC,0.47,0.4801818181818182,220
2025-08,Gipuzkoa,AC,0.375,0.3713333333333333,90
2025-08,Gipuzkoa,DC,0.47,0.485032679738562,153
2025-08,Girona,AC,0.4,0.4147750865051903,289
2025-08,Girona,DC,0.47,0.4825272331154684,459
2025-08,Granada,AC,0.39,0.3764732142857143,224
2025-08,Granada,DC,0.47,0.4836879432624113,423
2025-08,Guadalajara,AC,0.42,0.4105263157894737,133
2025-08,Guadalajara,DC,0.47,0.4840727272727272,275
2025-08,Huelva,AC,0.39,0.3709345794392523,107
2025-08,Huelva,DC,0.48,0.4898347107438017,121
2025-08,Huesca,AC,0.39,0.3842156862745098,204
2025-08,Huesca,DC,0.5,0.4879127725856698,321
2025-08,Illes Balears,AC,0.39,0.3848387096774193,155
2025-08,Illes Balears,DC,0.47,0.4876960784313725,204
2025-08,Jaén,AC,0.45,0.3961111111111111,54
2025-08,Jaén,DC,0.47,0.497958115183246,191
2025-08,La Rioja,AC,0.39,0.3892537313432836,67
2025-08,La Rioja,DC,0.5,0.4946616541353384,133
2025-08,Las Palmas,AC,0.38,0.3484269662921349,89
2025-08,Las Palmas,DC,0.45,0.4720858895705521,163
2025-08,León,AC,0.39,0.3585849056603773,106
2025-08,León,DC,0.47,0.4870344827586207,145
2025-08,Lleida,AC,0.39,0.4127918781725888,197
2025-08,Lleida,DC,0.47,0.4796526054590571,403
2025-08,Lugo,AC,0.42,0.4185483870967741,62
2025-08,Lugo,DC,0.47,0.4832085561497326,187
2025-08,Madrid,AC,0.4,0.3904431914893617,940
2025-08,Madrid,DC,0.47,0.4830125523012552,1434
2025-08,Murcia,AC,0.39,0.3858359621451104,317
2025-08,Murcia,DC,0.47,0.4635436893203884,618
2025-08,Málaga,AC,0.39,0.3625909090909091,220
2025-08,Málaga,DC,0.47,0.4783152173913044,368
2025-08,Navarra,AC,0.39,0.3851754385964913,228
2025-08,Navarra,DC,0.47,0.4873415132924335,489
2025-08,Ourense,AC,0.39,0.3935897435897436,39
2025-08,Ourense,DC,0.47,0.4656730769230769,104
2025-08,Palencia,AC,0.385,0.3571739130434782,46
2025-08,Palencia,DC,0.47,0.4745833333333333,96
2025-08,Pontevedra,AC,0.39,0.3997849462365591,93
2025-08,Pontevedra,DC,0.47,0.463015873015873,252
2025-08,Salamanca,AC,0.35,0.3481707317073171,82
2025-08,Salamanca,DC,0.47,0.4850724637681159,138
2025-08,Santa Cruz de Tenerife,AC,0.39,0.389468085106383,94
2025-08,Santa Cruz de Tenerife,DC,0.47,0.4970992366412214,131
2025-08,Segovia,AC,0.39,0.3856320754716981,106
2025-08,Segovia,DC,0.5,0.4994554455445544,202
2025-08,Sevilla,AC,0.39,0.3925587467362924,383
2025-08,Sevilla,DC,0.48,0.4886220472440944,508
2025-08,Soria,AC,0.37,0.3574,50
2025-08,Soria,DC,0.47,0.48,74
2025-08,Tarragona,AC,0.39,0.3815584415584415,154
2025-08,Tarragona,DC,0.47,0.4782568807339449,327
2025-08,Territorio no asociado a ninguna provincia,AC,0.25,0.25,1
2025-08,Teruel,AC,0.39,0.3641605839416058,137
2025-08,Teruel,DC,0.47,0.478590308370044,227
2025-08,Toledo,AC,0.42,0.4004651162790697,215
2025-08,Toledo,DC,0.47,0.4856009070294784,441
2025-08,Valencia,AC,0.39,0.3636526946107784,501
2025-08,Valencia,DC,0.47,0.4705511515151515,825
2025-08,Valladolid,AC,0.36,0.3509090909090909,165
2025-08,Valladolid,DC,0.47,0.4860828025477707,314
2025-08,Zamora,AC,0.3,0.3346031746031745,63
2025-08,Zamora,DC,0.47,0.4941489361702127,94
2025-08,Zaragoza,AC,0.39,0.3838775510204081,245
2025-08,Zaragoza,DC,0.49,0.4883177570093458,535
2025-08,Álava,AC,0.37,0.3695833333333333,96
2025-08,Álava,DC,0.47,0.4931506849315068,219
2025-08,Ávila,AC,0.38,0.3667032967032966,91
2025-08,Ávila,DC,0.47,0.4984343434343434,198
2025-09,A Coruña,AC,0.4,0.4117037037037037,135
2025-09,A Coruña,DC,0.47,0.476518771331058,293
2025-09,Alacant,AC,0.39,0.3707428571428571,350
2025-09,Alacant,DC,0.47,0.4721119133574007,554
2025-09,Albacete,AC,0.4,0.4074038461538461,104
2025-09,Albacete,DC,0.47,0.4787323943661972,284
2025-09,Almería,AC,0.35,0.3508045977011494,87
2025-09,Almería,DC,0.47,0.4761722488038277,209
2025-09,Asturias,AC,0.4,0.4013937282229965,287
2025-09,Asturias,DC,0.48,0.4886054421768707,294
2025-09,Badajoz,AC,0.38,0.373203125,128
2025-09,Badajoz,DC,0.47,0.4804,250
2025-09,Barcelona,AC,0.39,0.3767543859649123,684
2025-09,Barcelona,DC,0.47,0.4645170731707317,1025
2025-09,Bizkaia,AC,0.35,0.3542,150
2025-09,Bizkaia,DC,0.47,0.483414847161572,229
2025-09,Burgos,AC,0.35,0.3702816901408451,213
2025-09,Burgos,DC,0.48,0.4948293963254593,381
2025-09,Cantabria,AC,0.34,0.353542600896861,223
2025-09,Cantabria,DC,0.48,0.491711229946524,187
2025-09,Castellón,AC,0.39,0.3681679389312977,131
2025-09,Castellón,DC,0.47,0.4848611111111111,216
2025-09,Ceuta,AC,0.25,0.25,1
2025-09,Ciudad Real,AC,0.4,0.4167441860465116,86
2025-09,Ciudad Real,DC,0.47,0.4882432432432432,222
2025-09,Cuenca,AC,0.4,0.4306153846153845,65
2025-09,Cuenca,DC,0.47,0.4950898203592814,167
2025-09,Cáceres,AC,0.4,0.389448275862069,145
2025-09,Cáceres,DC,0.4649999999999999,0.4835849056603773,212
2025-09,Cádiz,AC,0.4,0.3914814864864864,148
2025-09,Cádiz,DC,0.47,0.4817808219178082,292
2025-09,Córdoba,AC,0.39,0.3810434782608696,115
2025-09,Córdoba,DC,0.47,0.4801818181818182,220
2025-09,Gipuzkoa,AC,0.375,0.3713333333333333,90
2025-09,Gipuzkoa,DC,0.47,0.485032679738562,153
2025-09,Girona,AC,0.4,0.4147750865051903,289
2025-09,Girona,DC,0.47,0.4825272331154684,459
2025-09,Granada,AC,0.39,0.3764732142857143,224
2025-09,Granada,DC,0.47,0.4836879432624113,423
2025-09,Guadalajara,AC,0.42,0.4105263157894737,133
2025-09,Guadalajara,DC,0.47,0.4840727272727272,275
2025-09,Huelva,AC,0.39,0.3709345794392523,107
2025-09,Huelva,DC,0.48,0.4898347107438017,121
2025-09,Huesca,AC,0.39,0.3842156862745098,204
2025-09,Huesca,DC,0.5,0.4879127725856698,321
2025-09,Illes Balears,AC,0.39,0.3848387096774193,155
2025-09,Illes Balears,DC,0.47,0.4876960784313725,204
2025-09,Jaén,AC,0.45,0.3961111111111111,54
2025-09,Jaén,DC,0.47,0.497958115183246,191
2025-09,La Rioja,AC,0.39,0.3892537313432836,67
2025-09,La Rioja,DC,0.5,0.4946616541353384,133
2025-09,Las Palmas,AC,0.38,0.3484269662921349,89
2025-09,Las Palmas,DC,0.45,0.4720858895705521,163
2025-09,León,AC,0.39,0.3585849056603773,106
2025-09,León,DC,0.47,0.4870344827586207,145
2025-09,Lleida,AC,0.39,0.4127918781725888,197
2025-09,Lleida,DC,0.47,0.4796526054590571,403
2025-09,Lugo,AC,0.42,0.4185483870967741,62
2025-09,Lugo,DC,0.47,0.4832085561497326,187
2025-09,Madrid,AC,0.4,0.3904431914893617,940
2025-09,Madrid,DC,0.47,0.4830125523012552,1434
2025-09,Murcia,AC,0.39,0.3858359621451104,317
2025-09,Murcia,DC,0.47,0.4635436893203884,618
2025-09,Málaga,AC,0.39,0.3625909090909091,220
2025-09,Málaga,DC,0.47,0.4783152173913044,368
2025-09,Navarra,AC,0.39,0.3851754385964913,228
2025-09,Navarra,DC,0.47,0.4873415132924335,489
2025-09,Ourense,AC,0.39,0.3935897435897436,39
2025-09,Ourense,DC,0.47,0.4656730769230769,104
2025-09,Palencia,AC,0.385,0.3571739130434782,46
2025-09,Palencia,DC,0.47,0.4745833333333333,96
2025-09,Pontevedra,AC,0.39,0.3997849462365591,93
2025-09,Pontevedra,DC,0.47,0.463015873015873,252
2025-09,Salamanca,AC,0.35,0.3481707317073171,82
2025-09,Salamanca,DC,0.47,0.4850724637681159,138
2025-09,Santa Cruz de Tenerife,AC,0.39,0.389468085106383,94
2025-09,Santa Cruz de Tenerife,DC,0.47,0.4970992366412214,131
2025-09,Segovia,AC,0.39,0.3856320754716981,106
2025-09,Segovia,DC,0.5,0.4994554455445544,202
2025-09,Sevilla,AC,0.39,0.3925587467362924,383
2025-09,Sevilla,DC,0.48,0.4886220472440944,508
2025-09,Soria,AC,0.37,0.3574,50
2025-09,Soria,DC,0.47,0.48,74
2025-09,Tarragona,AC,0.39,0.3815584415584415,154
2025-09,Tarragona,DC,0.47,0.4782568807339449,327
2025-09,Territorio no asociado a ninguna provincia,AC,0.25,0.25,1
2025-09,Teruel,AC,0.39,0.3641605839416058,137
2025-09,Teruel,DC,0.47,0.478590308370044,227
2025-09,Toledo,AC,0.42,0.4004651162790697,215
2025-09,Toledo,DC,0.47,0.4856009070294784,441
2025-09,Valencia,AC,0.39,0.3636526946107784,501
2025-09,Valencia,DC,0.47,0.4705511515151515,825
2025-09,Valladolid,AC,0.36,0.3509090909090909,165
2025-09,Valladolid,DC,0.47,0.4860828025477707,314
2025-09,Zamora,AC,0.3,0.3346031746031745,63
2025-09,Zamora,DC,0.47,0.4941489361702127,94
2025-09,Zaragoza,AC,0.39,0.3838775510204081,245
2025-09,Zaragoza,DC,0.49,0.4883177570093458,535
2025-09,Álava,AC,0.37,0.3695833333333333,96
2025-09,Álava,DC,0.47,0.4931506849315068,219
2025-09,Ávila,AC,0.38,0.3667032967032966,91
2025-09,Ávila,DC,0.47,0.4984343434343434,198
