idTicket,idEmpresa,empresaNombre,idUsuario,fechaEmision,horaEmision,metodoPago,estacion,lineas,baseImponible,iva,total,moneda,tipoDocumento
T-4C006542E3DB,EMP001,Transporte_01 S.L.,EMP001-U3,2025-02-22,06:41:24,Tarjeta de empresa,"{'id': '11494', 'nombre': 'BALLENOIL', 'provincia': 'VALLADOLID', 'municipio': 'VALLADOLID', 'direccion': 'CALLE SANTIAGO LOPEZ GONZALEZ, 3', 'lat': 41.626083, 'lon': -4.766556, 'grupo': 'BALLENOIL', 'nifEmpresa': 'B65371171'}","[{'producto': 'Gasolina 98 E5', 'litros': 25.68, 'precioUnitario': 1.695, 'importe': 43.53}]",35.98,7.55,43.53,EUR,Factura simplificada
T-A38D5AC2A002,EMP001,Transporte_01 S.L.,EMP001-U3,2025-06-04,01:54:19,Tarjeta de empresa,"{'id': '8985', 'nombre': 'MOEVE', 'provincia': 'PONTEVEDRA', 'municipio': 'VIGO', 'direccion': 'AVDA. MADRID, 73', 'lat': 42.216361, 'lon': -8.702472, 'grupo': 'MOEVE', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 98 E5', 'litros': 31.68, 'precioUnitario': 1.658, 'importe': 52.53}]",43.41,9.12,52.53,EUR,Factura simplificada
T-5CF91FDA143E,EMP001,Transporte_01 S.L.,EMP001-U3,2025-02-17,04:44:02,Tarjeta de empresa,"{'id': '2188', 'nombre': 'BP MONTGAT', 'provincia': 'BARCELONA', 'municipio': 'MONTGAT', 'direccion': 'CALLE RAMON Y CAJAL, S/N', 'lat': 41.462972, 'lon': 2.26875, 'grupo': 'BP MONTGAT', 'nifEmpresa': 'D34352401'}","[{'producto': 'Gasolina 98 E5', 'litros': 46.71, 'precioUnitario': 1.706, 'importe': 79.69}]",65.86,13.83,79.69,EUR,Factura simplificada
T-E2C354A19AE8,EMP001,Transporte_01 S.L.,EMP001-U3,2025-05-25,06:08:58,Tarjeta de empresa,"{'id': '5658', 'nombre': 'REPSOL', 'provincia': 'HUESCA', 'municipio': 'PERALTILLA', 'direccion': 'VÍA N-240, 173,50', 'lat': 42.052139, 'lon': -0.015222, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 28.75, 'precioUnitario': 1.691, 'importe': 48.62}]",40.18,8.44,48.62,EUR,Factura simplificada
T-B32249E4D373,EMP001,Transporte_01 S.L.,EMP001-U3,2025-04-22,21:34:59,Tarjeta de empresa,"{'id': '9517', 'nombre': 'BRAVOIL ', 'provincia': 'SEGOVIA', 'municipio': 'SAN MIGUEL DE BERNUY', 'direccion': 'CR C-603, 65', 'lat': 41.397417, 'lon': -3.952194, 'grupo': 'BRAVOIL ', 'nifEmpresa': 'C27109479'}","[{'producto': 'Gasolina 98 E5', 'litros': 37.75, 'precioUnitario': 1.685, 'importe': 63.61}]",52.57,11.04,63.61,EUR,Factura simplificada
T-596270EE8383,EMP001,Transporte_01 S.L.,EMP001-U3,2025-01-11,19:21:09,Tarjeta de empresa,"{'id': '6128', 'nombre': 'VALCARCE', 'provincia': 'LLEIDA', 'municipio': 'ALFÉS', 'direccion': 'AUTOPISTA AP-2 (MRG.IZDO.) KM. 142', 'lat': 41.543361, 'lon': 0.637222, 'grupo': 'VALCARCE', 'nifEmpresa': 'B24028011'}","[{'producto': 'Gasolina 98 E5', 'litros': 25.97, 'precioUnitario': 1.656, 'importe': 43.01}]",35.55,7.46,43.01,EUR,Factura simplificada
T-DC54930251DB,EMP001,Transporte_01 S.L.,EMP001-U3,2025-01-29,14:28:36,Tarjeta de empresa,"{'id': '3938', 'nombre': 'FUEL-ENERGY', 'provincia': 'CÓRDOBA', 'municipio': 'CABRA', 'direccion': 'A-340 km 53', 'lat': 37.456056, 'lon': -4.402222, 'grupo': 'FUEL-ENERGY', 'nifEmpresa': 'H11671906'}","[{'producto': 'Gasolina 98 E5', 'litros': 42.31, 'precioUnitario': 1.683, 'importe': 71.21}]",58.85,12.36,71.21,EUR,Factura simplificada
T-C60698B0679C,EMP001,Transporte_01 S.L.,EMP001-U3,2025-05-12,06:44:39,Tarjeta de empresa,"{'id': '11566', 'nombre': 'AREA DE SERVICIO TORO', 'provincia': 'ZAMORA', 'municipio': 'TORO', 'direccion': 'CARRETERA MEDINA DE RIOSECO KM. 1,6', 'lat': 41.540361, 'lon': -5.377222, 'grupo': 'AREA DE SERVICIO TORO', 'nifEmpresa': 'C13186994'}","[{'producto': 'Gasolina 98 E5', 'litros': 36.04, 'precioUnitario': 1.672, 'importe': 60.26}]",49.8,10.46,60.26,EUR,Factura simplificada
T-C51CF1EC0DD1,EMP001,Transporte_01 S.L.,EMP001-U3,2025-01-03,20:15:40,Tarjeta de empresa,"{'id': '9975', 'nombre': 'PERTROPRIX', 'provincia': 'SEVILLA', 'municipio': 'SEVILLA', 'direccion': 'CALLE METALURGIA, S/N', 'lat': 37.40375, 'lon': -5.96025, 'grupo': 'PERTROPRIX', 'nifEmpresa': 'Z67749648'}","[{'producto': 'Gasolina 98 E5', 'litros': 33.34, 'precioUnitario': 1.712, 'importe': 57.08}]",47.17,9.91,57.08,EUR,Factura simplificada
T-2EB8BEA53647,EMP001,Transporte_01 S.L.,EMP001-U3,2025-04-26,19:05:43,Tarjeta de empresa,"{'id': '9741', 'nombre': 'SHELL', 'provincia': 'SEVILLA', 'municipio': 'GINES', 'direccion': 'AVENIDA EUROPA, 2', 'lat': 37.383056, 'lon': -6.086167, 'grupo': 'SHELL', 'nifEmpresa': 'D33412321'}","[{'producto': 'Gasolina 98 E5', 'litros': 29.91, 'precioUnitario': 1.73, 'importe': 51.74}]",42.76,8.98,51.74,EUR,Factura simplificada
T-B2B18D5A039B,EMP001,Transporte_01 S.L.,EMP001-U3,2025-06-16,02:48:22,Tarjeta de empresa,"{'id': '11579', 'nombre': 'SHELL', 'provincia': 'ZAMORA', 'municipio': 'VILLALPANDO', 'direccion': 'AUTOVIA A-6 KM. 231', 'lat': 41.826778, 'lon': -5.379944, 'grupo': 'SHELL', 'nifEmpresa': 'Y79740346'}","[{'producto': 'Gasolina 98 E5', 'litros': 38.93, 'precioUnitario': 1.662, 'importe': 64.7}]",53.47,11.23,64.7,EUR,Factura simplificada
T-FF301F22BA1C,EMP001,Transporte_01 S.L.,EMP001-U3,2025-04-07,07:46:21,Tarjeta de empresa,"{'id': '10012', 'nombre': 'GALP ', 'provincia': 'SEVILLA', 'municipio': 'VISO DEL ALCOR (EL)', 'direccion': 'POLIGONO INDUSTRIAL POLIVISO PARCELA 2-3', 'lat': 37.400194, 'lon': -5.709028, 'grupo': 'GALP ', 'nifEmpresa': 'A28559573'}","[{'producto': 'Gasolina 98 E5', 'litros': 61.11, 'precioUnitario': 1.731, 'importe': 105.78}]",87.42,18.36,105.78,EUR,Factura simplificada
T-A847B0E710DE,EMP001,Transporte_01 S.L.,EMP001-U3,2025-01-25,14:27:02,Tarjeta de empresa,"{'id': '777', 'nombre': 'BP NIJAR', 'provincia': 'ALMERÍA', 'municipio': 'NÍJAR', 'direccion': 'CARRETERA AL-340 ALMERIA-NIJAR KM. 30', 'lat': 36.94925, 'lon': -2.205833, 'grupo': 'BP NIJAR', 'nifEmpresa': 'N9361832J'}","[{'producto': 'Gasolina 98 E5', 'litros': 55.15, 'precioUnitario': 1.668, 'importe': 91.99}]",76.02,15.97,91.99,EUR,Factura simplificada
T-D5D5E317A7DA,EMP001,Transporte_01 S.L.,EMP001-U3,2025-07-21,09:50:31,Tarjeta de empresa,"{'id': '6791', 'nombre': 'REPSOL', 'provincia': 'MADRID', 'municipio': 'MADRID', 'direccion': 'PASEO SANTA MARIA DE LA CABEZA, 18', 'lat': 40.405639, 'lon': -3.69525, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 53.62, 'precioUnitario': 1.738, 'importe': 93.19}]",77.02,16.17,93.19,EUR,Factura simplificada
T-ADBBA6EA9A52,EMP001,Transporte_01 S.L.,EMP001-U3,2025-05-10,15:39:58,Tarjeta de empresa,"{'id': '7219', 'nombre': 'REPSOL', 'provincia': 'MADRID', 'municipio': 'SAN SEBASTIÁN DE LOS REYES', 'direccion': 'CL AVDA TENERIFE, 18', 'lat': 40.56025, 'lon': -3.620056, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 29.06, 'precioUnitario': 1.713, 'importe': 49.78}]",41.14,8.64,49.78,EUR,Factura simplificada
T-C36A5B66B9E7,EMP001,Transporte_01 S.L.,EMP001-U3,2025-06-28,19:39:18,Tarjeta de empresa,"{'id': '3134', 'nombre': 'SHELL', 'provincia': 'CÁDIZ', 'municipio': 'JEREZ DE LA FRONTERA', 'direccion': 'CARRETERA CIRCUNVALACION KM. 639,8', 'lat': 36.684333, 'lon': -6.153028, 'grupo': 'SHELL', 'nifEmpresa': 'E47174644'}","[{'producto': 'Gasolina 98 E5', 'litros': 63.12, 'precioUnitario': 1.638, 'importe': 103.39}]",85.45,17.94,103.39,EUR,Factura simplificada
T-15396571A029,EMP001,Transporte_01 S.L.,EMP001-U3,2025-02-27,05:52:56,Tarjeta de empresa,"{'id': '367', 'nombre': 'MORA', 'provincia': 'ALICANTE', 'municipio': 'ELCHE/ELX', 'direccion': 'CALLE ALMANSA, 62', 'lat': 38.278972, 'lon': -0.719639, 'grupo': 'MORA', 'nifEmpresa': 'R9065940J'}","[{'producto': 'Gasolina 98 E5', 'litros': 34.38, 'precioUnitario': 1.731, 'importe': 59.51}]",49.18,10.33,59.51,EUR,Factura simplificada
T-E3B1571E7646,EMP001,Transporte_01 S.L.,EMP001-U3,2025-06-10,05:00:33,Efectivo,"{'id': '6572', 'nombre': 'MOEVE', 'provincia': 'MADRID', 'municipio': 'BRUNETE', 'direccion': 'CARRETERA M-501 KM. 17,2', 'lat': 40.394472, 'lon': -3.990639, 'grupo': 'MOEVE', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 98 E5', 'litros': 32.02, 'precioUnitario': 1.722, 'importe': 55.14}]",45.57,9.57,55.14,EUR,Factura simplificada
T-9AA107867FCD,EMP001,Transporte_01 S.L.,EMP001-U3,2025-04-10,13:51:03,Tarjeta de empresa,"{'id': '6599', 'nombre': 'CEPSA', 'provincia': 'MADRID', 'municipio': 'COLLADO VILLALBA', 'direccion': 'AUTOPISTA AP-6 (MRG.IZDO.) KM. 42,3', 'lat': 40.642583, 'lon': -4.039111, 'grupo': 'CEPSA', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 98 E5', 'litros': 62.77, 'precioUnitario': 1.753, 'importe': 110.04}]",90.94,19.1,110.04,EUR,Factura simplificada
T-E92E917A20FA,EMP001,Transporte_01 S.L.,EMP001-U3,2025-07-08,10:33:17,Efectivo,"{'id': '1729', 'nombre': 'REPSOL', 'provincia': 'BALEARS (ILLES)', 'municipio': 'SANT LLORENÇ DES CARDASSAR', 'direccion': 'CARRETERA CARRET.PORTO CRISTO-SON SERVERA,KM.5,200 KM. 5,200', 'lat': 39.5805, 'lon': 3.361611, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 53.2, 'precioUnitario': 1.697, 'importe': 90.28}]",74.61,15.67,90.28,EUR,Factura simplificada
T-29BCA4226088,EMP001,Transporte_01 S.L.,EMP001-U3,2025-04-10,21:36:18,Tarjeta de empresa,"{'id': '5920', 'nombre': 'CAMPSA', 'provincia': 'JAÉN', 'municipio': 'ÚBEDA', 'direccion': 'AVENIDA CRISTO REY, S/N', 'lat': 38.014389, 'lon': -3.383806, 'grupo': 'CAMPSA', 'nifEmpresa': 'U27874296'}","[{'producto': 'Gasolina 98 E5', 'litros': 16.19, 'precioUnitario': 1.683, 'importe': 27.25}]",22.52,4.73,27.25,EUR,Factura simplificada
T-A8F0EF8267B5,EMP001,Transporte_01 S.L.,EMP001-U3,2025-02-14,06:57:37,Tarjeta de empresa,"{'id': '3810', 'nombre': 'DURAMAX', 'provincia': 'CIUDAD REAL', 'municipio': 'POZUELO DE CALATRAVA', 'direccion': 'CARRETERA CM-412 KM. 11', 'lat': 38.914806, 'lon': -3.836639, 'grupo': 'DURAMAX', 'nifEmpresa': 'R7565512F'}","[{'producto': 'Gasolina 98 E5', 'litros': 35.8, 'precioUnitario': 1.696, 'importe': 60.72}]",50.18,10.54,60.72,EUR,Factura simplificada
T-3B99B024F28A,EMP001,Transporte_01 S.L.,EMP001-U3,2025-01-01,19:50:05,Tarjeta de empresa,"{'id': '10666', 'nombre': 'REPSOL', 'provincia': 'TOLEDO', 'municipio': 'TOLEDO', 'direccion': 'CL NOGUERAS, 5', 'lat': 39.871444, 'lon': -3.947917, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 54.95, 'precioUnitario': 1.708, 'importe': 93.85}]",77.56,16.29,93.85,EUR,Factura simplificada
T-09DCA4E3BC0E,EMP001,Transporte_01 S.L.,EMP001-U3,2025-04-14,18:02:36,Efectivo,"{'id': '8926', 'nombre': 'REPSOL', 'provincia': 'PONTEVEDRA', 'municipio': 'PORRIÑO (O)', 'direccion': 'CARRETERA PO-510 KM. 1,2', 'lat': 42.126889, 'lon': -8.615, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 67.81, 'precioUnitario': 1.668, 'importe': 113.11}]",93.48,19.63,113.11,EUR,Factura simplificada
T-24A94C785AF2,EMP001,Transporte_01 S.L.,EMP001-U3,2025-01-11,19:44:28,Tarjeta de empresa,"{'id': '6594', 'nombre': 'ENI', 'provincia': 'MADRID', 'municipio': 'COBEÑA', 'direccion': 'CARRETERA M-103 KM. 6,210', 'lat': 40.578333, 'lon': -3.508917, 'grupo': 'ENI', 'nifEmpresa': 'Q1545168E'}","[{'producto': 'Gasolina 98 E5', 'litros': 34.57, 'precioUnitario': 1.718, 'importe': 59.39}]",49.08,10.31,59.39,EUR,Factura simplificada
T-1CE905C786CB,EMP001,Transporte_01 S.L.,EMP001-U3,2025-02-18,15:35:32,Tarjeta de empresa,"{'id': '1751', 'nombre': 'REPSOL', 'provincia': 'BALEARS (ILLES)', 'municipio': 'SINEU', 'direccion': 'CARRETERA PM-324 KM. 11,5', 'lat': 39.646083, 'lon': 3.006083, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 52.43, 'precioUnitario': 1.677, 'importe': 87.93}]",72.67,15.26,87.93,EUR,Factura simplificada
T-862C7B95F2B7,EMP001,Transporte_01 S.L.,EMP001-U3,2025-04-16,20:36:51,Tarjeta de empresa,"{'id': '8646', 'nombre': 'MOEVE', 'provincia': 'PALMAS (LAS)', 'municipio': 'PALMAS DE GRAN CANARIA (LAS)', 'direccion': 'CARRETERA CTRA. GRAL. DE TENOYA, 1 FINCA EL CANONIGO KM. 1', 'lat': 28.107806, 'lon': -15.489361, 'grupo': 'MOEVE', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 98 E5', 'litros': 32.66, 'precioUnitario': 1.681, 'importe': 54.9}]",45.37,9.53,54.9,EUR,Factura simplificada
T-E516B59DCF5A,EMP001,Transporte_01 S.L.,EMP001-U3,2025-04-15,01:29:45,Tarjeta de empresa,"{'id': '572', 'nombre': 'POLAGAS', 'provincia': 'ALICANTE', 'municipio': 'SANTA POLA', 'direccion': 'CALLE LOS MARINEROS, 1', 'lat': 38.208806, 'lon': -0.57875, 'grupo': 'POLAGAS', 'nifEmpresa': 'P7703482E'}","[{'producto': 'Gasolina 98 E5', 'litros': 26.42, 'precioUnitario': 1.696, 'importe': 44.81}]",37.03,7.78,44.81,EUR,Factura simplificada
T-D54FF82CA8B0,EMP001,Transporte_01 S.L.,EMP001-U3,2025-01-17,06:19:37,Tarjeta de empresa,"{'id': '3375', 'nombre': 'REPSOL', 'provincia': 'CANTABRIA', 'municipio': 'REINOSA', 'direccion': 'AVENIDA CANTABRIA, 73', 'lat': 43.003861, 'lon': -4.131667, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 32.42, 'precioUnitario': 1.729, 'importe': 56.05}]",46.32,9.73,56.05,EUR,Factura simplificada
T-990A41106EE1,EMP001,Transporte_01 S.L.,EMP001-U3,2025-06-21,00:46:34,Tarjeta de empresa,"{'id': '9906', 'nombre': 'E.S. SAN LAZARO', 'provincia': 'SEVILLA', 'municipio': 'SEVILLA', 'direccion': 'AVDA. DOCTOR FEDRIANI, 40 (BARRIADA BACHILLERA)', 'lat': 37.414389, 'lon': -5.983528, 'grupo': 'E.S. SAN LAZARO', 'nifEmpresa': 'P3248086E'}","[{'producto': 'Gasolina 98 E5', 'litros': 52.0, 'precioUnitario': 1.722, 'importe': 89.54}]",74.0,15.54,89.54,EUR,Factura simplificada
T-F412E6855884,EMP001,Transporte_01 S.L.,EMP001-U3,2025-01-30,10:42:25,Efectivo,"{'id': '4514', 'nombre': 'MEROIL', 'provincia': 'CUENCA', 'municipio': 'HINOJOSOS (LOS)', 'direccion': 'CALLE JOSE ANTONIO VALVELDE 41, 0,400', 'lat': 39.608722, 'lon': -2.827167, 'grupo': 'MEROIL', 'nifEmpresa': 'D71274849'}","[{'producto': 'Gasolina 98 E5', 'litros': 23.94, 'precioUnitario': 1.715, 'importe': 41.06}]",33.93,7.13,41.06,EUR,Factura simplificada
T-FDC394869269,EMP001,Transporte_01 S.L.,EMP001-U3,2025-06-17,04:13:07,Tarjeta de empresa,"{'id': '920', 'nombre': 'PETROPRIX', 'provincia': 'ARABA/ÁLAVA', 'municipio': 'VITORIA-GASTEIZ', 'direccion': 'CALLE PORTAL DE GAMARRA, 35', 'lat': 42.872556, 'lon': -2.658583, 'grupo': 'PETROPRIX', 'nifEmpresa': 'B23709892'}","[{'producto': 'Gasolina 98 E5', 'litros': 78.04, 'precioUnitario': 1.7, 'importe': 132.67}]",109.64,23.03,132.67,EUR,Factura simplificada
T-943ED7D45CE1,EMP001,Transporte_01 S.L.,EMP001-U3,2025-06-14,14:41:08,Tarjeta de empresa,"{'id': '3575', 'nombre': 'GALP', 'provincia': 'CASTELLÓN / CASTELLÓ', 'municipio': 'NULES', 'direccion': 'CARRETERA CV226 KM. 26,6', 'lat': 39.841639, 'lon': -0.180861, 'grupo': 'GALP', 'nifEmpresa': 'A28559573'}","[{'producto': 'Gasolina 98 E5', 'litros': 42.93, 'precioUnitario': 1.707, 'importe': 73.28}]",60.56,12.72,73.28,EUR,Factura simplificada
T-5A1085292DF0,EMP001,Transporte_01 S.L.,EMP001-U3,2025-04-13,06:18:33,Tarjeta de empresa,"{'id': '4415', 'nombre': 'CEPSA', 'provincia': 'CORUÑA (A)', 'municipio': 'SANTIAGO DE COMPOSTELA', 'direccion': 'RUA DO AMIO -P.I.COSTA VELLA, 32', 'lat': 42.901806, 'lon': -8.512139, 'grupo': 'CEPSA', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 98 E5', 'litros': 42.26, 'precioUnitario': 1.68, 'importe': 71.0}]",58.68,12.32,71.0,EUR,Factura simplificada
T-135B4BC05C75,EMP001,Transporte_01 S.L.,EMP001-U3,2025-05-01,11:24:23,Tarjeta de empresa,"{'id': '2489', 'nombre': 'PETRO VALLES', 'provincia': 'BARCELONA', 'municipio': 'TERRASSA', 'direccion': 'AVENIDA JAIME I, 1', 'lat': 41.569278, 'lon': 2.025444, 'grupo': 'PETRO VALLES', 'nifEmpresa': 'B14658405'}","[{'producto': 'Gasolina 98 E5', 'litros': 34.88, 'precioUnitario': 1.7, 'importe': 59.3}]",49.01,10.29,59.3,EUR,Factura simplificada
T-6AA1B5C5B4B1,EMP001,Transporte_01 S.L.,EMP001-U3,2025-04-04,17:40:32,Tarjeta de empresa,"{'id': '5482', 'nombre': 'COMBUSTIBLES Y LUBRICANTES LA NICOBA, S.L.', 'provincia': 'HUELVA', 'municipio': 'HUELVA', 'direccion': 'CARRETERA H-101 KM. 0,280', 'lat': 37.302972, 'lon': -6.88825, 'grupo': 'COMBUSTIBLES Y LUBRICANTES LA NICOBA, S.L.', 'nifEmpresa': 'E97278758'}","[{'producto': 'Gasolina 98 E5', 'litros': 42.68, 'precioUnitario': 1.714, 'importe': 73.15}]",60.45,12.7,73.15,EUR,Factura simplificada
T-9BE116379F76,EMP001,Transporte_01 S.L.,EMP001-U3,2025-04-26,18:42:42,Tarjeta de empresa,"{'id': '8604', 'nombre': 'REPSOL', 'provincia': 'PALMAS (LAS)', 'municipio': 'ARUCAS', 'direccion': 'CARRETERA LOS CASTILLOES KM. S/N', 'lat': 28.086778, 'lon': -15.54225, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 54.34, 'precioUnitario': 1.659, 'importe': 90.15}]",74.5,15.65,90.15,EUR,Factura simplificada
T-4F9E6152802E,EMP001,Transporte_01 S.L.,EMP001-U3,2025-04-03,10:32:18,Efectivo,"{'id': '8504', 'nombre': 'REPSOL', 'provincia': 'PALENCIA', 'municipio': 'MAGAZ DE PISUERGA', 'direccion': 'CARRETERA N-620 KM. 76', 'lat': 41.986639, 'lon': -4.416639, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 62.23, 'precioUnitario': 1.654, 'importe': 102.93}]",85.07,17.86,102.93,EUR,Factura simplificada
T-754FB20CBD5C,EMP001,Transporte_01 S.L.,EMP001-U3,2025-01-31,12:25:25,Efectivo,"{'id': '470', 'nombre': 'REPSOL', 'provincia': 'ALICANTE', 'municipio': 'MUTXAMEL', 'direccion': 'CARRETERA CV 800 KM. 0,750', 'lat': 38.427167, 'lon': -0.434583, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 20.11, 'precioUnitario': 1.723, 'importe': 34.65}]",28.64,6.01,34.65,EUR,Factura simplificada
T-6E8A7E34B8A5,EMP001,Transporte_01 S.L.,EMP001-U3,2025-07-06,13:11:20,Tarjeta de empresa,"{'id': '5586', 'nombre': 'REPSOL', 'provincia': 'HUESCA', 'municipio': 'BINÉFAR', 'direccion': 'CARRETERA N-240 KM. 129,8', 'lat': 41.827972, 'lon': 0.311167, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 34.47, 'precioUnitario': 1.682, 'importe': 57.98}]",47.92,10.06,57.98,EUR,Factura simplificada
T-B5EEBCA3A145,EMP001,Transporte_01 S.L.,EMP001-U3,2025-01-07,12:51:36,Tarjeta de empresa,"{'id': '6809', 'nombre': 'MOEVE', 'provincia': 'MADRID', 'municipio': 'MADRID', 'direccion': 'AUTOVIA A-3 KM. 7,1', 'lat': 40.392167, 'lon': -3.625083, 'grupo': 'MOEVE', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 98 E5', 'litros': 73.49, 'precioUnitario': 1.722, 'importe': 126.55}]",104.59,21.96,126.55,EUR,Factura simplificada
T-BE0D61ED6EE0,EMP001,Transporte_01 S.L.,EMP001-U3,2025-01-06,02:05:46,Tarjeta de empresa,"{'id': '4815', 'nombre': 'ESCLATOIL', 'provincia': 'GIRONA', 'municipio': ""CASTELLÓ D'EMPÚRIES"", 'direccion': 'CARRER SANT MAURICI, 21', 'lat': 42.256611, 'lon': 3.10675, 'grupo': 'ESCLATOIL', 'nifEmpresa': 'F62702899'}","[{'producto': 'Gasolina 98 E5', 'litros': 30.39, 'precioUnitario': 1.733, 'importe': 52.67}]",43.53,9.14,52.67,EUR,Factura simplificada
T-ABF71780FECD,EMP001,Transporte_01 S.L.,EMP001-U4,2025-04-18,11:06:58,Tarjeta de empresa,"{'id': '3786', 'nombre': 'REPSOL', 'provincia': 'CIUDAD REAL', 'municipio': 'MANZANARES', 'direccion': 'AUTOVIA A-4 KM. 162', 'lat': 39.108861, 'lon': -3.37825, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 40.5, 'precioUnitario': 1.503, 'importe': 60.87}]",50.31,10.56,60.87,EUR,Factura simplificada
T-99D3F3379249,EMP001,Transporte_01 S.L.,EMP001-U4,2025-04-11,22:25:05,Tarjeta de empresa,"{'id': '8199', 'nombre': 'REPSOL', 'provincia': 'NAVARRA', 'municipio': 'BERRIOZAR', 'direccion': 'CARRETERA AVD. GUIPUZCOA N-240 KM. 4', 'lat': 42.836861, 'lon': -1.672889, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 23.84, 'precioUnitario': 1.531, 'importe': 36.5}]",30.17,6.33,36.5,EUR,Factura simplificada
T-04175D4F9721,EMP001,Transporte_01 S.L.,EMP001-U4,2025-03-21,10:09:48,Tarjeta de empresa,"{'id': '6782', 'nombre': 'U.S. BRAVO-GESLAMA', 'provincia': 'MADRID', 'municipio': 'MADRID', 'direccion': 'CALLE BRAVO MURILLO, 012', 'lat': 40.434806, 'lon': -3.704167, 'grupo': 'U.S. BRAVO-GESLAMA', 'nifEmpresa': 'B62174594'}","[{'producto': 'Gasolina 95 E5', 'litros': 61.75, 'precioUnitario': 1.539, 'importe': 95.03}]",78.54,16.49,95.03,EUR,Factura simplificada
T-F17F74B28D91,EMP001,Transporte_01 S.L.,EMP001-U4,2025-01-08,18:25:39,Tarjeta de empresa,"{'id': '2090', 'nombre': 'ESCLATOIL', 'provincia': 'BARCELONA', 'municipio': ""LLIÇÀ D'AMUNT"", 'direccion': 'AVENIDA PAÏSOS CATALANS, 17', 'lat': 41.605833, 'lon': 2.243639, 'grupo': 'ESCLATOIL', 'nifEmpresa': 'A86578093'}","[{'producto': 'Gasolina 95 E5', 'litros': 33.64, 'precioUnitario': 1.504, 'importe': 50.59}]",41.81,8.78,50.59,EUR,Factura simplificada
T-501A1732F216,EMP001,Transporte_01 S.L.,EMP001-U4,2025-01-07,06:33:28,Tarjeta de empresa,"{'id': '10751', 'nombre': 'REPSOL', 'provincia': 'VALENCIA / VALÈNCIA', 'municipio': 'ALBORAYA', 'direccion': 'CARRETERA ALBORAYA - TAVERNES KM. 1,7', 'lat': 39.501778, 'lon': -0.356611, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 61.77, 'precioUnitario': 1.497, 'importe': 92.47}]",76.42,16.05,92.47,EUR,Factura simplificada
T-02F9155F9BB8,EMP001,Transporte_01 S.L.,EMP001-U4,2025-04-07,03:58:41,Efectivo,"{'id': '5711', 'nombre': 'MOLGAS', 'provincia': 'JAÉN', 'municipio': 'ANDÚJAR', 'direccion': 'AUTOPISTA 4A KM. 316,7', 'lat': 38.043611, 'lon': -3.984944, 'grupo': 'MOLGAS', 'nifEmpresa': 'R6117240I'}","[{'producto': 'Gasolina 95 E5', 'litros': 64.16, 'precioUnitario': 1.512, 'importe': 97.01}]",80.17,16.84,97.01,EUR,Factura simplificada
T-DC6536C23195,EMP001,Transporte_01 S.L.,EMP001-U4,2025-06-19,16:08:37,Tarjeta de empresa,"{'id': '2428', 'nombre': 'REPSOL', 'provincia': 'BARCELONA', 'municipio': 'SANTA PERPÈTUA DE MOGODA', 'direccion': 'CALLE LAS PALMAS, S/N', 'lat': 41.531944, 'lon': 2.193889, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 45.83, 'precioUnitario': 1.518, 'importe': 69.57}]",57.5,12.07,69.57,EUR,Factura simplificada
