tipoDocumento,concesionaria,autopista,fechaHora,categoriaVehiculo,importe,ivaIncluido,formaPago,referencia,idEmpresa,empresaNombre,idUsuario,provincia,tramo,entrada,salida
Peaje,Estatal,AP-7,2025-03-03 22:29:33,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-D919C04C,EMP001,Transporte_01 S.L.,EMP001-U5,CASTELLÓN / CASTELLÓ,754 Carretera San Miguel Benijofar – 763 La Zenia Urbanizaciones,754 Carretera San Miguel Benijofar,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-7,2025-03-28 16:41:49,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-DC378089,EMP001,Transporte_01 S.L.,EMP001-U5,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 800 Los Beatos-El Algar,754 Carretera San Miguel Benijofar,800 Los Beatos-El Algar
Peaje,Estatal,AP-7,2025-06-20 11:59:35,B,"2,75 €",IVA incluido,Efectivo,PASO-A577D5A1,EMP001,Transporte_01 S.L.,EMP001-U5,MÁLAGA,754 Carretera San Miguel Benijofar – 770 El Pilar de la Horadada (Norte),754 Carretera San Miguel Benijofar,770 El Pilar de la Horadada (Norte)
Peaje,Estatal,AP-68,2025-04-06 05:36:46,B,"10,60 €",IVA incluido,Efectivo,PASO-BC08040C,EMP001,Transporte_01 S.L.,EMP001-U5,ZARAGOZA,Autop. Burgos – Lodosa,Autop. Burgos,Lodosa
Peaje,Estatal,AP-61,2025-04-16 03:01:40,B,"0,70 €",IVA incluido,Efectivo,PASO-0495242D,EMP001,Transporte_01 S.L.,EMP001-U5,MADRID,Otero de Herreros – Ortigosa,Otero de Herreros,Ortigosa
Peaje,Estatal,AP-7,2025-02-06 15:34:29,B,"1,15 €",IVA incluido,Tarjeta crédito,PASO-46241AC8,EMP001,Transporte_01 S.L.,EMP001-U5,BARCELONA,Acceso de Manilva – ,Acceso de Manilva,
Peaje,Estatal,AP-61,2025-02-02 11:02:34,B,"0,80 €",IVA incluido,Tarjeta crédito,PASO-6D834179,EMP001,Transporte_01 S.L.,EMP001-U5,MADRID,Conexión AP-6 (El Espinar) – Otero de Herreros,Conexión AP-6 (El Espinar),Otero de Herreros
Peaje,Estatal,AP-7,2025-01-12 15:58:49,B,"9,20 €",IVA incluido,Efectivo,PASO-4548E8E0,EMP001,Transporte_01 S.L.,EMP001-U5,GIRONA,Málaga – Estepona,Málaga,Estepona
Peaje,Estatal,AP-7,2025-02-16 16:28:21,B,"3,40 €",IVA incluido,Efectivo,PASO-B5EDE015,EMP001,Transporte_01 S.L.,EMP001-U5,GIRONA,Calahonda – Marbella,Calahonda,Marbella
Peaje,Estatal,AP-7,2025-03-01 23:55:00,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-DF09B549,EMP001,Transporte_01 S.L.,EMP001-U5,ALICANTE,740 Almoradí-Formentera – 770 El Pilar de la Horadada (Norte),740 Almoradí-Formentera,770 El Pilar de la Horadada (Norte)
Peaje,Estatal,AP-68,2025-04-08 10:47:12,B,"19,55 €",IVA incluido,Tarjeta crédito,PASO-EB307117,EMP001,Transporte_01 S.L.,EMP001-U5,ZARAGOZA,Subijana – Tudela,Subijana,Tudela
Peaje,Estatal,AP-68,2025-07-10 23:55:00,B,"30,60 €",IVA incluido,Tarjeta crédito,PASO-06F53652,EMP001,Transporte_01 S.L.,EMP001-U5,BIZKAIA,Llodio – Gallur,Llodio,Gallur
Peaje,Estatal,AP-7,2025-04-09 03:59:43,B,"3,70 €",IVA incluido,Tarjeta crédito,PASO-5A24364E,EMP001,Transporte_01 S.L.,EMP001-U5,GIRONA,Marbella – Estepona,Marbella,Estepona
Peaje,Estatal,AP-7,2025-05-11 13:58:32,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-6F140A63,EMP001,Transporte_01 S.L.,EMP001-U5,VALENCIA / VALÈNCIA,758 San Miguel de Salinas-Torrevieja – 780 San Javier (Norte)-Sucina,758 San Miguel de Salinas-Torrevieja,780 San Javier (Norte)-Sucina
Peaje,Estatal,AP-61,2025-04-27 18:30:06,B,"1,50 €",IVA incluido,Tarjeta crédito,PASO-905C3FDA,EMP001,Transporte_01 S.L.,EMP001-U5,MADRID,San Rafael – Ortigosa,San Rafael,Ortigosa
Peaje,Estatal,AP-7,2025-02-05 15:42:24,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-F4E63F4E,EMP001,Transporte_01 S.L.,EMP001-U5,TARRAGONA,758 San Miguel de Salinas-Torrevieja – 763 La Zenia Urbanizaciones,758 San Miguel de Salinas-Torrevieja,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-6,2025-04-24 20:18:18,B,"8,75 €",IVA incluido,Efectivo,PASO-9F62E681,EMP001,Transporte_01 S.L.,EMP001-U5,MADRID,San Rafael – Adanero,San Rafael,Adanero
Peaje,Estatal,AP-7,2025-05-19 21:02:29,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-0156952B,EMP001,Transporte_01 S.L.,EMP001-U5,ALICANTE,754 Carretera San Miguel Benijofar – 782 Balsicas,754 Carretera San Miguel Benijofar,782 Balsicas
Peaje,Estatal,AP-66,2025-02-23 06:52:36,B,"9,95 €",IVA incluido,Tarjeta crédito,PASO-BB340CAF,EMP001,Transporte_01 S.L.,EMP001-U5,ASTURIAS,Oblanca – León,Oblanca,León
Peaje,Estatal,AP-7,2025-05-14 09:23:03,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-FFCF804D,EMP001,Transporte_01 S.L.,EMP001-U5,BARCELONA,Troncal de Calahonda – ,Troncal de Calahonda,
Peaje,Estatal,AP-7,2025-02-10 17:54:32,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-5B4A1CBB,EMP001,Transporte_01 S.L.,EMP001-U5,BARCELONA,758 San Miguel de Salinas-Torrevieja – 780 San Javier (Norte)-Sucina,758 San Miguel de Salinas-Torrevieja,780 San Javier (Norte)-Sucina
Peaje,Estatal,AP-7,2025-02-09 15:41:23,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-CB1E555C,EMP001,Transporte_01 S.L.,EMP001-U6,BARCELONA,754 Carretera San Miguel Benijofar – 782 Balsicas,754 Carretera San Miguel Benijofar,782 Balsicas
Peaje,Estatal,AP-71,2025-06-08 18:07:04,B,"3,12 €",IVA incluido,Tarjeta crédito,PASO-F1DFB9B2,EMP001,Transporte_01 S.L.,EMP001-U6,LEÓN,Villadangos – Astorga,Villadangos,Astorga
Peaje,Estatal,AP-61,2025-06-01 16:34:10,B,"1,55 €",IVA incluido,Tarjeta crédito,PASO-99CC9E86,EMP001,Transporte_01 S.L.,EMP001-U6,MADRID,Ortigosa del Monte – Hontoria,Ortigosa del Monte,Hontoria
Peaje,Estatal,AP-7,2025-06-29 18:43:06,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-5E832EDA,EMP001,Transporte_01 S.L.,EMP001-U6,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 775 Los Tárragas,754 Carretera San Miguel Benijofar,775 Los Tárragas
Peaje,Estatal,AP-7,2025-03-14 22:13:53,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-BFE5AFBA,EMP001,Transporte_01 S.L.,EMP001-U6,ALICANTE,763 La Zenia Urbanizaciones – 790 Los Alcazares (Centro)-Torre Pacheco,763 La Zenia Urbanizaciones,790 Los Alcazares (Centro)-Torre Pacheco
Peaje,Estatal,AP-66,2025-02-07 21:27:32,B,"4,15 €",IVA incluido,Tarjeta crédito,PASO-B9911F9A,EMP001,Transporte_01 S.L.,EMP001-U6,ASTURIAS,Oblanca – La Magdalena,Oblanca,La Magdalena
Peaje,Estatal,AP-61,2025-07-14 14:26:56,B,"2,85 €",IVA incluido,Efectivo,PASO-CF43BAEE,EMP001,Transporte_01 S.L.,EMP001-U6,MADRID,Conexión AP-6 (El Espinar) – Segovia,Conexión AP-6 (El Espinar),Segovia
Peaje,Estatal,AP-7,2025-04-23 05:20:12,B,"2,75 €",IVA incluido,Efectivo,PASO-FF731E9D,EMP001,Transporte_01 S.L.,EMP001-U6,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 800 Los Beatos-El Algar,754 Carretera San Miguel Benijofar,800 Los Beatos-El Algar
Peaje,Estatal,AP-66,2025-07-22 03:55:38,B,"15,60 €",IVA incluido,Tarjeta crédito,PASO-7BEEA120,EMP001,Transporte_01 S.L.,EMP001-U6,LEÓN,Campomanes – León,Campomanes,León
Peaje,Estatal,AP-7,2025-04-02 18:01:05,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-FB68F4A6,EMP001,Transporte_01 S.L.,EMP001-U6,GIRONA,754 Carretera San Miguel Benijofar – 794 Los Alcazares (Sur),754 Carretera San Miguel Benijofar,794 Los Alcazares (Sur)
Peaje,Estatal,AP-61,2025-05-13 19:32:01,B,"2,15 €",IVA incluido,Tarjeta crédito,PASO-DB750E8E,EMP001,Transporte_01 S.L.,EMP001-U6,MADRID,Otero de Herreros – Segovia,Otero de Herreros,Segovia
Peaje,Estatal,AP-7,2025-03-09 22:10:18,B,"3,40 €",IVA incluido,Tarjeta crédito,PASO-C8A65400,EMP001,Transporte_01 S.L.,EMP001-U6,BARCELONA,Málaga – Calahonda,Málaga,Calahonda
Peaje,Estatal,AP-7,2025-06-23 10:20:42,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-EC772C2E,EMP001,Transporte_01 S.L.,EMP001-U6,ALICANTE,763 La Zenia Urbanizaciones – 770 El Pilar de la Horadada,763 La Zenia Urbanizaciones,770 El Pilar de la Horadada
Peaje,Estatal,AP-7,2025-07-28 01:34:17,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-68B92189,EMP001,Transporte_01 S.L.,EMP001-U6,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 784 San Javier (Sur)-Acceso aeropuerto,754 Carretera San Miguel Benijofar,784 San Javier (Sur)-Acceso aeropuerto
Peaje,Estatal,AP-68,2025-06-25 10:31:07,B,"1,30 €",IVA incluido,Tarjeta crédito,PASO-568E98AD,EMP001,Transporte_01 S.L.,EMP001-U6,ZARAGOZA,Lodosa – Calahorra,Lodosa,Calahorra
Peaje,Estatal,AP-7,2025-04-11 15:36:03,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-850F1DA7,EMP001,Transporte_01 S.L.,EMP001-U6,ALICANTE,754 Carretera San Miguel Benijofar – 777 El Mirador-Colonia Ruiz de Alda,754 Carretera San Miguel Benijofar,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-7,2025-03-20 03:09:21,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-8B33F6D9,EMP001,Transporte_01 S.L.,EMP001-U6,BARCELONA,754 Carretera San Miguel Benijofar – 763 La Zenia Urbanizaciones,754 Carretera San Miguel Benijofar,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-7,2025-07-19 10:05:17,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-F756D4BE,EMP001,Transporte_01 S.L.,EMP001-U7,BARCELONA,754 Carretera San Miguel Benijofar – 784 San Javier (Sur)-Acceso aeropuerto,754 Carretera San Miguel Benijofar,784 San Javier (Sur)-Acceso aeropuerto
Peaje,Estatal,AP-61,2025-05-02 00:05:00,B,"2,85 €",IVA incluido,Tarjeta crédito,PASO-4FAB380D,EMP001,Transporte_01 S.L.,EMP001-U7,MADRID,Conexión AP-6 (El Espinar) – Hontoria,Conexión AP-6 (El Espinar),Hontoria
Peaje,Estatal,AP-7,2025-07-02 00:05:00,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-515C5E0D,EMP001,Transporte_01 S.L.,EMP001-U7,GIRONA,758 San Miguel de Salinas-Torrevieja – 777 El Mirador-Colonia Ruiz de Alda,758 San Miguel de Salinas-Torrevieja,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-61,2025-05-26 14:05:44,B,"1,55 €",IVA incluido,Tarjeta crédito,PASO-1835555C,EMP001,Transporte_01 S.L.,EMP001-U7,MADRID,Ortigosa del Monte – Hontoria,Ortigosa del Monte,Hontoria
Peaje,Estatal,AP-7,2025-01-14 03:22:05,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-E3600F1C,EMP001,Transporte_01 S.L.,EMP001-U7,BARCELONA,754 Carretera San Miguel Benijofar – 780 San Javier (Norte)-Sucina,754 Carretera San Miguel Benijofar,780 San Javier (Norte)-Sucina
Peaje,Estatal,AP-68,2025-04-02 14:10:05,B,"4,60 €",IVA incluido,Tarjeta crédito,PASO-9835EA3B,EMP001,Transporte_01 S.L.,EMP001-U7,ZARAGOZA,Ziorraga – Subijana,Ziorraga,Subijana
Peaje,Estatal,AP-7,2025-05-24 18:21:06,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-B872F38D,EMP001,Transporte_01 S.L.,EMP001-U7,GIRONA,768 Campoamor-Urbanizaciones – 786 Los Alcazares (Norte),768 Campoamor-Urbanizaciones,786 Los Alcazares (Norte)
Peaje,Estatal,AP-7,2025-05-15 02:34:15,B,"0,00 €",IVA incluido,Tarjeta crédito,PASO-ED13CB3E,EMP001,Transporte_01 S.L.,EMP001-U7,TARRAGONA,754 Carretera San Miguel Benijofar – 758 San Miguel de Salinas-Torrevieja,754 Carretera San Miguel Benijofar,758 San Miguel de Salinas-Torrevieja
Peaje,Estatal,AP-7,2025-02-03 00:05:00,B,"2,75 €",IVA incluido,Efectivo,PASO-257BB765,EMP001,Transporte_01 S.L.,EMP001-U7,ALICANTE,763 La Zenia Urbanizaciones – 784 San Javier (Sur)-Acceso aeropuerto,763 La Zenia Urbanizaciones,784 San Javier (Sur)-Acceso aeropuerto
Peaje,Estatal,AP-53,2025-06-02 18:30:52,B,"2,90 €",IVA incluido,Tarjeta crédito,PASO-C154E731,EMP001,Transporte_01 S.L.,EMP001-U7,PONTEVEDRA,Silleda – Lalín Este,Silleda,Lalín Este
Peaje,Estatal,AP-68,2025-06-23 03:18:26,B,"3,35 €",IVA incluido,Tarjeta crédito,PASO-68C5035A,EMP001,Transporte_01 S.L.,EMP001-U7,ZARAGOZA,Gallur – Alagón pk 272,Gallur,Alagón pk 272
Peaje,Estatal,AP-7,2025-04-10 18:16:33,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-7346B1B9,EMP001,Transporte_01 S.L.,EMP001-U7,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 784 San Javier (Sur)-Acceso aeropuerto,754 Carretera San Miguel Benijofar,784 San Javier (Sur)-Acceso aeropuerto
Peaje,Estatal,AP-7,2025-02-08 23:15:22,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-E4CCDF17,EMP001,Transporte_01 S.L.,EMP001-U7,ALICANTE,763 La Zenia Urbanizaciones – 775 Los Tárragas,763 La Zenia Urbanizaciones,775 Los Tárragas
Peaje,Estatal,AP-6,2025-02-26 22:02:36,B,"8,75 €",IVA incluido,Tarjeta crédito,PASO-51B1117E,EMP001,Transporte_01 S.L.,EMP001-U7,MADRID,San Rafael – Adanero,San Rafael,Adanero
Peaje,Estatal,AP-7,2025-04-14 14:07:41,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-EC8B1933,EMP001,Transporte_01 S.L.,EMP001-U7,GIRONA,754 Carretera San Miguel Benijofar – 774 San Pedro del Pinatar (Norte),754 Carretera San Miguel Benijofar,774 San Pedro del Pinatar (Norte)
Peaje,Estatal,AP-7,2025-04-08 16:47:24,B,"2,75 €",IVA incluido,Efectivo,PASO-9E5B7C64,EMP001,Transporte_01 S.L.,EMP001-U7,BARCELONA,754 Carretera San Miguel Benijofar – 770 El Pilar de la Horadada (Norte),754 Carretera San Miguel Benijofar,770 El Pilar de la Horadada (Norte)
Peaje,Estatal,AP-68,2025-05-29 00:05:00,B,"6,30 €",IVA incluido,Tarjeta crédito,PASO-78610296,EMP001,Transporte_01 S.L.,EMP001-U7,ZARAGOZA,Lodosa – Tudela,Lodosa,Tudela
Peaje,Estatal,AP-7,2025-06-14 02:23:02,B,"2,75 €",IVA incluido,Efectivo,PASO-8D36EDF9,EMP001,Transporte_01 S.L.,EMP001-U7,CÁDIZ,754 Carretera San Miguel Benijofar – 800 Los Beatos-El Algar,754 Carretera San Miguel Benijofar,800 Los Beatos-El Algar
Peaje,Estatal,AP-7,2025-01-25 10:18:32,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-F75E1987,EMP001,Transporte_01 S.L.,EMP001-U7,GIRONA,758 San Miguel de Salinas-Torrevieja – 782 Balsicas,758 San Miguel de Salinas-Torrevieja,782 Balsicas
Peaje,Estatal,AP-7,2025-01-14 21:23:12,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-C711D7E5,EMP001,Transporte_01 S.L.,EMP001-U7,ALICANTE,754 Carretera San Miguel Benijofar – 797 Torre del Negro,754 Carretera San Miguel Benijofar,797 Torre del Negro
Peaje,Estatal,AP-7,2025-05-13 18:44:42,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-1B2ADA47,EMP001,Transporte_01 S.L.,EMP001-U7,BARCELONA,784 San Javier (Sur)-Acceso aeropuerto – 794 Los Alcazares (Sur),784 San Javier (Sur)-Acceso aeropuerto,794 Los Alcazares (Sur)
Peaje,Estatal,AP-66,2025-04-20 07:23:57,B,"5,65 €",IVA incluido,Tarjeta crédito,PASO-6374255E,EMP001,Transporte_01 S.L.,EMP001-U7,LEÓN,Campomanes – Oblanca,Campomanes,Oblanca
Peaje,Estatal,AP-7,2025-07-02 09:28:00,B,"1,15 €",IVA incluido,Tarjeta crédito,PASO-9F5F5C1F,EMP001,Transporte_01 S.L.,EMP001-U7,VALENCIA / VALÈNCIA,Acceso de Manilva – ,Acceso de Manilva,
Peaje,Estatal,AP-7,2025-06-29 14:21:18,B,"3,40 €",IVA incluido,Efectivo,PASO-68B528A3,EMP001,Transporte_01 S.L.,EMP001-U8,VALENCIA / VALÈNCIA,Acceso de Calahonda – ,Acceso de Calahonda,
Peaje,Estatal,AP-7,2025-04-22 12:34:28,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-9127BFD1,EMP001,Transporte_01 S.L.,EMP001-U8,ALICANTE,768 Campoamor-Urbanizaciones – 786 Los Alcazares (Norte),768 Campoamor-Urbanizaciones,786 Los Alcazares (Norte)
Peaje,Estatal,AP-66,2025-03-31 16:48:11,B,"6,10 €",IVA incluido,Efectivo,PASO-13425AFA,EMP001,Transporte_01 S.L.,EMP001-U8,ASTURIAS,La Magdalena – León,La Magdalena,León
Peaje,Estatal,AP-68,2025-03-07 16:59:59,B,"9,15 €",IVA incluido,Tarjeta crédito,PASO-981132C2,EMP001,Transporte_01 S.L.,EMP001-U8,BIZKAIA,Recajo – Tudela,Recajo,Tudela
Peaje,Estatal,AP-61,2025-05-13 19:54:33,B,"1,55 €",IVA incluido,Tarjeta crédito,PASO-AA81D786,EMP001,Transporte_01 S.L.,EMP001-U8,MADRID,Ortigosa del Monte – Hontoria,Ortigosa del Monte,Hontoria
Peaje,Estatal,AP-66,2025-02-15 20:39:46,B,"6,10 €",IVA incluido,Efectivo,PASO-2663D293,EMP001,Transporte_01 S.L.,EMP001-U8,ASTURIAS,La Magdalena – León,La Magdalena,León
Peaje,Estatal,AP-61,2025-03-17 11:40:04,B,"1,40 €",IVA incluido,Efectivo,PASO-39D070CF,EMP001,Transporte_01 S.L.,EMP001-U8,MADRID,Conexión AP-6 (El Espinar) – Ortigosa,Conexión AP-6 (El Espinar),Ortigosa
Peaje,Estatal,AP-66,2025-03-17 00:05:00,B,"5,65 €",IVA incluido,Efectivo,PASO-62352F3B,EMP001,Transporte_01 S.L.,EMP001-U8,ASTURIAS,Campomanes – Oblanca,Campomanes,Oblanca
Peaje,Estatal,AP-7,2025-04-25 12:45:20,B,"2,75 €",IVA incluido,Efectivo,PASO-CAFB8A34,EMP001,Transporte_01 S.L.,EMP001-U8,CÁDIZ,758 San Miguel de Salinas-Torrevieja – 774 San Pedro del Pinatar (Norte),758 San Miguel de Salinas-Torrevieja,774 San Pedro del Pinatar (Norte)
Peaje,Estatal,AP-7,2025-07-29 17:12:42,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-32F5043C,EMP001,Transporte_01 S.L.,EMP001-U8,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 786 Los Alcazares (Norte),754 Carretera San Miguel Benijofar,786 Los Alcazares (Norte)
Peaje,Estatal,AP-7,2025-01-16 23:55:00,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-09569DF1,EMP001,Transporte_01 S.L.,EMP001-U8,BARCELONA,754 Carretera San Miguel Benijofar – 763 La Zenia Urbanizaciones,754 Carretera San Miguel Benijofar,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-7,2025-01-28 15:23:20,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-986821C6,EMP001,Transporte_01 S.L.,EMP001-U8,BARCELONA,754 Carretera San Miguel Benijofar – 797 Torre del Negro,754 Carretera San Miguel Benijofar,797 Torre del Negro
Peaje,Estatal,AP-66,2025-02-06 19:56:31,B,"5,65 €",IVA incluido,Tarjeta crédito,PASO-317961D5,EMP001,Transporte_01 S.L.,EMP001-U8,LEÓN,Campomanes – Oblanca,Campomanes,Oblanca
Peaje,Estatal,AP-66,2025-07-08 20:18:10,B,"6,10 €",IVA incluido,Tarjeta crédito,PASO-AB0FC49D,EMP001,Transporte_01 S.L.,EMP001-U8,ASTURIAS,La Magdalena – León,La Magdalena,León
Peaje,Estatal,AP-9,2025-06-05 06:24:37,B,"1,20 €",IVA incluido,Tarjeta crédito,PASO-EC32F958,EMP001,Transporte_01 S.L.,EMP001-U8,PONTEVEDRA,Puxeiros – Porriño,Puxeiros,Porriño
Peaje,Estatal,AP-61,2025-01-22 04:09:36,B,"2,15 €",IVA incluido,Tarjeta crédito,PASO-3D19A1E8,EMP001,Transporte_01 S.L.,EMP001-U8,MADRID,Otero de Herreros – Segovia,Otero de Herreros,Segovia
Peaje,Estatal,AP-68,2025-01-19 04:57:37,B,"8,65 €",IVA incluido,Tarjeta crédito,PASO-446CC97C,EMP001,Transporte_01 S.L.,EMP001-U8,ZARAGOZA,Autop. Navarra – Alagón pk 272,Autop. Navarra,Alagón pk 272
Peaje,Estatal,AP-66,2025-05-12 23:55:00,B,"15,60 €",IVA incluido,Tarjeta crédito,PASO-414BAB31,EMP001,Transporte_01 S.L.,EMP001-U8,LEÓN,Campomanes – León,Campomanes,León
Peaje,Estatal,AP-61,2025-03-10 09:41:58,B,"1,55 €",IVA incluido,Tarjeta crédito,PASO-BC800F13,EMP001,Transporte_01 S.L.,EMP001-U8,MADRID,Ortigosa del Monte – Segovia,Ortigosa del Monte,Segovia
Peaje,Estatal,AP-61,2025-04-02 13:35:55,B,"0,80 €",IVA incluido,Tarjeta crédito,PASO-A62F8FB0,EMP001,Transporte_01 S.L.,EMP001-U8,MADRID,Conexión AP-6 (El Espinar) – Otero de H.,Conexión AP-6 (El Espinar),Otero de H.
Peaje,Estatal,AP-61,2025-06-25 14:08:31,B,"0,00 €",IVA incluido,Tarjeta crédito,PASO-4B5F8AA1,EMP001,Transporte_01 S.L.,EMP001-U8,MADRID,Hontoria – Segovia,Hontoria,Segovia
Peaje,Estatal,AP-61,2025-03-07 01:29:10,B,"1,55 €",IVA incluido,Tarjeta crédito,PASO-8A87F82C,EMP001,Transporte_01 S.L.,EMP001-U9,MADRID,Ortigosa del Monte – Segovia,Ortigosa del Monte,Segovia
Peaje,Estatal,AP-7,2025-06-04 06:11:35,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-C5F7578A,EMP001,Transporte_01 S.L.,EMP001-U9,BARCELONA,763 La Zenia Urbanizaciones – 777 El Mirador-Colonia Ruiz de Alda,763 La Zenia Urbanizaciones,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-7,2025-05-08 19:57:28,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-474959C7,EMP001,Transporte_01 S.L.,EMP001-U9,CÁDIZ,754 Carretera San Miguel Benijofar – 777 El Mirador-Colonia Ruiz de Alda,754 Carretera San Miguel Benijofar,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-66,2025-01-27 11:12:37,B,"15,60 €",IVA incluido,Tarjeta crédito,PASO-955CF202,EMP001,Transporte_01 S.L.,EMP001-U9,LEÓN,Campomanes – León,Campomanes,León
Peaje,Estatal,AP-7,2025-04-10 05:49:39,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-FFF821A1,EMP001,Transporte_01 S.L.,EMP001-U9,TARRAGONA,754 Carretera San Miguel Benijofar – 768 Campoamor-Urbanizaciones,754 Carretera San Miguel Benijofar,768 Campoamor-Urbanizaciones
Peaje,Estatal,AP-7,2025-01-27 13:19:51,B,"7,65 €",IVA incluido,Tarjeta crédito,PASO-92F52FFB,EMP001,Transporte_01 S.L.,EMP001-U9,BARCELONA,Málaga – San Pedro de Alcantara,Málaga,San Pedro de Alcantara
Peaje,Estatal,AP-53,2025-02-03 01:15:02,B,"2,90 €",IVA incluido,Tarjeta crédito,PASO-C960A6EF,EMP001,Transporte_01 S.L.,EMP001-U9,PONTEVEDRA,Silleda – Lalín Este,Silleda,Lalín Este
Peaje,Estatal,AP-7,2025-04-16 10:02:03,B,"2,75 €",IVA incluido,Efectivo,PASO-6AE57DF4,EMP001,Transporte_01 S.L.,EMP001-U9,CÁDIZ,784 San Javier (Sur)-Acceso aeropuerto – 790 Los Alcazares (Centro)-Torre Pacheco,784 San Javier (Sur)-Acceso aeropuerto,790 Los Alcazares (Centro)-Torre Pacheco
Peaje,Estatal,AP-66,2025-04-04 01:57:09,B,"9,95 €",IVA incluido,Tarjeta crédito,PASO-8D25F65E,EMP001,Transporte_01 S.L.,EMP001-U9,ASTURIAS,Oblanca – León,Oblanca,León
Peaje,Estatal,AP-7,2025-02-18 20:11:32,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-279D9667,EMP001,Transporte_01 S.L.,EMP001-U9,GIRONA,Troncal de Los Montesinos – ,Troncal de Los Montesinos,
Peaje,Estatal,AP-61,2025-07-11 01:56:27,B,"0,80 €",IVA incluido,Tarjeta crédito,PASO-D19DFF85,EMP001,Transporte_01 S.L.,EMP001-U9,SEGOVIA,Conexión AP-6 (El Espinar) – Otero de Herreros,Conexión AP-6 (El Espinar),Otero de Herreros
Peaje,Estatal,AP-61,2025-02-19 23:55:00,B,"1,55 €",IVA incluido,Tarjeta crédito,PASO-6661880E,EMP001,Transporte_01 S.L.,EMP001-U9,MADRID,Ortigosa del Monte – Hontoria,Ortigosa del Monte,Hontoria
Peaje,Estatal,AP-6,2025-01-19 14:11:04,B,"9,75 €",IVA incluido,Tarjeta crédito,PASO-CFD250B1,EMP001,Transporte_01 S.L.,EMP001-U9,MADRID,Villalba – Villacastín,Villalba,Villacastín
Peaje,Estatal,AP-7,2025-01-19 09:46:48,B,"5,50 €",IVA incluido,Efectivo,PASO-A9145564,EMP001,Transporte_01 S.L.,EMP001-U9,CASTELLÓN / CASTELLÓ,768 Campoamor-Urbanizaciones – 786 Los Alcazares (Norte),768 Campoamor-Urbanizaciones,786 Los Alcazares (Norte)
Peaje,Estatal,AP-7,2025-01-01 23:02:05,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-48CB5E51,EMP001,Transporte_01 S.L.,EMP001-U9,BARCELONA,754 Carretera San Miguel Benijofar – 763 La Zenia Urbanizaciones,754 Carretera San Miguel Benijofar,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-68,2025-05-13 01:45:58,B,"4,35 €",IVA incluido,Tarjeta crédito,PASO-5A7205C5,EMP001,Transporte_01 S.L.,EMP001-U9,ZARAGOZA,Zambrana – Cenicero,Zambrana,Cenicero
